,artist,danceability,energy,key,loudness,acousticness,liveness,valence,tempo,duration_ms,major,minor
1568,G-Eazy,0.738,0.784,9,-6.201,0.138,0.203,0.165,113.017,257255,1,0
1569,G-Eazy,0.431,0.61,2,-7.031,0.17,0.362,0.431,77.044,171262,0,1
1570,G-Eazy,0.75,0.537,7,-9.357,0.144,0.157,0.517,80.012,170154,1,0
1571,G-Eazy,0.631,0.789,10,-5.171,0.391,0.452,0.269,143.877,232425,1,0
1572,G-Eazy,0.509,0.731,4,-6.389,0.183,0.129,0.151,161.831,277009,0,1
1573,G-Eazy,0.417,0.787,6,-5.461,0.245,0.604,0.393,173.102,280603,0,1
1574,G-Eazy,0.647,0.804,8,-5.191,0.173,0.837,0.313,125.809,189307,0,1
1575,G-Eazy,0.77,0.502,5,-9.604,0.0614,0.069,0.306,127.943,207907,0,1
1576,G-Eazy,0.576,0.731,2,-6.343,0.0534,0.308,0.19,87.865,268867,1,0
1577,G-Eazy,0.583,0.685,8,-6.978,0.162,0.0858,0.441,156.042,206427,1,0
1578,G-Eazy,0.558,0.766,6,-5.953,0.263,0.313,0.182,96.274,203960,0,1
1579,G-Eazy,0.807,0.596,10,-4.815,0.0733,0.119,0.184,75.0,205360,0,1
1580,G-Eazy,0.838,0.771,1,-3.791,0.0115,0.0853,0.402,175.959,245387,1,0
1581,G-Eazy,0.826,0.597,1,-7.807,0.00278,0.156,0.348,118.049,250293,1,0
1582,G-Eazy,0.775,0.718,2,-6.348,0.0227,0.249,0.436,159.909,214520,1,0
1583,G-Eazy,0.583,0.731,1,-6.209,0.113,0.607,0.44,84.908,228960,1,0
1584,G-Eazy,0.807,0.512,1,-7.121,0.034,0.133,0.203,83.973,172520,1,0
1585,G-Eazy,0.663,0.51,8,-8.823,0.0279,0.27,0.13,96.223,227027,1,0
1586,G-Eazy,0.558,0.778,3,-4.031,0.0719,0.0905,0.294,88.367,180360,0,1
1587,G-Eazy,0.596,0.879,5,-4.563,0.0706,0.0965,0.491,79.396,186147,1,0
1588,G-Eazy,0.673,0.562,5,-7.051,0.429,0.115,0.777,93.933,289373,0,1
1589,G-Eazy,0.632,0.49,11,-7.386,0.566,0.0985,0.178,93.979,250640,0,1
1590,G-Eazy,0.746,0.715,6,-5.123,0.0166,0.138,0.462,144.966,191013,0,1
1591,G-Eazy,0.464,0.552,4,-9.459,0.211,0.0756,0.124,83.69,211613,0,1
1592,G-Eazy,0.637,0.79,8,-5.128,0.144,0.213,0.23,80.542,234613,1,0
1593,G-Eazy,0.472,0.604,10,-6.552,0.0781,0.103,0.537,80.699,310000,1,0
1594,G-Eazy,0.919,0.639,8,-7.291,0.0333,0.464,0.452,99.993,213647,0,1
1595,G-Eazy,0.526,0.822,2,-4.068,0.103,0.0489,0.776,96.041,233919,1,0
1596,G-Eazy,0.455,0.315,9,-11.851,0.752,0.65,0.0358,87.213,71040,0,1
1597,G-Eazy,0.603,0.783,9,-6.891,0.00353,0.216,0.182,87.154,180333,1,0
1598,G-Eazy,0.756,0.674,0,-6.518,0.0184,0.158,0.389,111.995,251467,0,1
1599,G-Eazy,0.597,0.724,2,-7.764,0.00268,0.111,0.325,110.016,199520,1,0
1600,G-Eazy,0.554,0.758,6,-6.772,0.00203,0.3,0.35,134.897,273253,0,1
1601,G-Eazy,0.738,0.483,9,-10.664,0.213,0.197,0.59,96.978,213560,1,0
1602,G-Eazy,0.895,0.437,8,-8.989,0.108,0.0929,0.802,140.014,208827,0,1
1603,G-Eazy,0.538,0.624,11,-8.794,0.000175,0.117,0.409,102.346,127427,1,0
1604,G-Eazy,0.324,0.65,7,-7.856,0.096,0.599,0.43,201.411,191413,1,0
1605,G-Eazy,0.743,0.635,11,-9.735,0.013,0.06,0.55,94.867,207987,1,0
1606,G-Eazy,0.519,0.528,4,-8.419,0.134,0.174,0.163,129.836,252947,0,1
1607,G-Eazy,0.601,0.64,11,-8.4,0.0126,0.114,0.27,161.947,202507,0,1
1608,G-Eazy,0.634,0.525,0,-8.968,0.0705,0.0729,0.49,130.271,222467,1,0
1609,G-Eazy,0.725,0.489,0,-12.565,0.228,0.0854,0.361,95.154,179347,1,0
1610,G-Eazy,0.572,0.539,0,-11.203,0.121,0.11,0.427,91.095,311373,0,1
1611,G-Eazy,0.753,0.591,6,-9.64,0.00186,0.115,0.716,149.136,250560,0,1
1612,G-Eazy,0.541,0.596,4,-10.368,0.0712,0.0901,0.323,80.021,329707,0,1
1613,G-Eazy,0.525,0.672,0,-5.399,0.048,0.114,0.22,87.058,213639,1,0
1614,G-Eazy,0.742,0.593,1,-4.937,0.252,0.111,0.156,134.13,234349,1,0
1615,G-Eazy,0.558,0.46,7,-10.919,0.728,0.295,0.102,129.608,177657,0,1
1616,G-Eazy,0.502,0.683,4,-5.125,0.17,0.0978,0.325,128.881,200653,0,1
1617,G-Eazy,0.569,0.7,6,-4.505,0.459,0.106,0.265,67.497,205513,0,1
1618,G-Eazy,0.626,0.564,9,-7.096,0.694,0.489,0.424,76.541,237772,1,0
1619,G-Eazy,0.749,0.829,3,-3.097,0.1,0.0692,0.849,135.037,217939,0,1
1620,G-Eazy,0.591,0.428,5,-6.649,0.273,0.145,0.0429,134.064,178640,0,1
1621,G-Eazy,0.482,0.528,9,-8.947,0.295,0.121,0.23,160.044,164160,1,0
1622,G-Eazy,0.312,0.223,5,-11.247,0.914,0.111,0.203,170.525,311942,1,0
1623,G-Eazy,0.451,0.618,9,-7.833,0.747,0.103,0.115,129.697,217631,0,1
1624,G-Eazy,0.638,0.683,3,-8.121,0.00512,0.085,0.365,103.023,193441,1,0
1625,G-Eazy,0.275,0.29,5,-11.85,0.895,0.132,0.128,73.268,235647,1,0
1626,G-Eazy,0.62,0.823,1,-3.917,0.0291,0.15,0.712,90.085,236480,1,0
1627,G-Eazy,0.765,0.845,10,-3.773,0.00888,0.131,0.674,100.038,163387,0,1
1628,G-Eazy,0.816,0.759,9,-4.551,0.0517,0.361,0.809,151.986,231067,1,0
1629,G-Eazy,0.54,0.594,1,-7.906,0.0486,0.134,0.258,175.037,186507,1,0
1630,G-Eazy,0.7,0.836,1,-5.693,0.0411,0.0727,0.422,88.021,168160,1,0
1631,G-Eazy,0.881,0.606,1,-4.196,0.0156,0.123,0.144,103.984,154893,0,1
1632,G-Eazy,0.568,0.669,4,-6.69,0.185,0.159,0.511,84.442,254027,0,1
1633,G-Eazy,0.392,0.834,10,-4.465,0.0138,0.0817,0.39,72.858,219947,0,1
1634,G-Eazy,0.639,0.704,0,-4.767,0.069,0.109,0.644,160.221,180581,0,1
1635,G-Eazy,0.922,0.606,1,-7.356,0.0234,0.0926,0.206,102.993,193980,1,0
1636,G-Eazy,0.701,0.617,1,-3.423,0.0158,0.0497,0.788,99.636,212299,1,0
1637,G-Eazy,0.559,0.769,0,-6.375,0.53,0.154,0.274,76.842,209664,1,0
1638,G-Eazy,0.862,0.693,10,-4.096,0.162,0.114,0.44,81.984,223389,0,1
1639,G-Eazy,0.775,0.736,1,-4.229,0.0529,0.153,0.518,102.062,187072,1,0
1640,G-Eazy,0.779,0.434,10,-7.09,0.00782,0.111,0.475,100.105,137126,0,1
1641,G-Eazy,0.531,0.798,8,-5.176,0.169,0.834,0.287,125.058,189307,0,1
1642,G-Eazy,0.771,0.501,5,-9.557,0.0535,0.0716,0.317,127.939,207907,0,1
1643,G-Eazy,0.555,0.718,2,-6.244,0.0571,0.294,0.206,87.814,268867,1,0
1644,G-Eazy,0.543,0.676,8,-7.006,0.145,0.0868,0.39,155.906,206427,1,0
1645,G-Eazy,0.574,0.747,6,-5.969,0.275,0.304,0.186,96.166,203960,0,1
1646,G-Eazy,0.805,0.608,10,-4.821,0.076,0.12,0.178,74.978,205360,0,1
1647,G-Eazy,0.834,0.779,1,-3.87,0.0138,0.0758,0.333,176.046,245387,1,0
1648,G-Eazy,0.838,0.578,1,-7.911,0.00316,0.147,0.366,117.956,250293,1,0
1649,G-Eazy,0.777,0.722,2,-6.371,0.025,0.255,0.419,159.908,214520,1,0
1650,G-Eazy,0.542,0.731,5,-6.237,0.118,0.607,0.434,84.793,228960,0,1
1651,G-Eazy,0.797,0.496,1,-7.258,0.0228,0.133,0.179,83.982,172520,1,0
1652,G-Eazy,0.631,0.511,8,-8.827,0.0274,0.267,0.127,95.932,227027,1,0
1653,G-Eazy,0.562,0.776,3,-4.018,0.071,0.0906,0.314,88.498,180360,0,1
1654,G-Eazy,0.572,0.876,5,-4.576,0.0767,0.0965,0.488,77.669,186147,1,0
1655,G-Eazy,0.69,0.559,5,-7.076,0.43,0.114,0.769,94.0,289373,0,1
1656,G-Eazy,0.632,0.484,11,-7.407,0.578,0.0966,0.179,93.981,250640,0,1
1657,G-Eazy,0.746,0.719,6,-5.129,0.0183,0.148,0.405,144.984,191013,0,1
1658,G-Eazy,0.53,0.548,0,-9.458,0.207,0.0756,0.128,83.645,211613,1,0
1659,G-Eazy,0.635,0.809,8,-5.202,0.132,0.21,0.167,80.704,234613,1,0
1660,G-Eazy,0.626,0.595,10,-6.557,0.079,0.103,0.538,84.81,310000,1,0
1661,G-Eazy,0.462,0.323,9,-11.851,0.752,0.651,0.0354,87.132,71040,0,1
1662,G-Eazy,0.581,0.792,9,-7.102,0.00409,0.173,0.139,87.066,180328,1,0
1663,G-Eazy,0.748,0.64,0,-6.549,0.0328,0.152,0.371,111.979,251467,0,1
1664,G-Eazy,0.609,0.72,2,-7.762,0.00244,0.0775,0.307,110.104,199520,1,0
1665,G-Eazy,0.538,0.759,6,-6.849,0.0028,0.309,0.356,134.945,273240,0,1
1666,G-Eazy,0.526,0.466,9,-10.657,0.193,0.214,0.542,96.401,213560,1,0
1667,G-Eazy,0.833,0.499,8,-11.988,0.172,0.0779,0.655,140.028,208840,0,1
1668,G-Eazy,0.668,0.608,11,-8.934,0.00018,0.116,0.458,105.469,127427,1,0
1669,G-Eazy,0.324,0.649,7,-7.856,0.0956,0.63,0.425,201.938,191413,1,0
1670,G-Eazy,0.729,0.621,9,-10.052,0.0204,0.059,0.479,95.005,207987,1,0
1671,G-Eazy,0.59,0.534,4,-8.492,0.137,0.273,0.186,129.651,252947,0,1
1672,G-Eazy,0.586,0.641,11,-8.407,0.0125,0.114,0.247,161.92,202507,0,1
1673,G-Eazy,0.507,0.518,9,-8.83,0.0556,0.0723,0.512,166.603,222467,0,1
1674,G-Eazy,0.724,0.491,0,-12.565,0.225,0.0855,0.371,95.173,179347,1,0
1675,G-Eazy,0.563,0.539,0,-11.205,0.118,0.11,0.432,91.387,311373,0,1
1676,G-Eazy,0.769,0.578,6,-9.64,0.00296,0.117,0.698,149.073,250560,0,1
1677,G-Eazy,0.571,0.619,4,-9.664,0.0583,0.0798,0.305,80.093,329707,0,1
1678,G-Eazy,0.521,0.682,7,-9.04,0.0597,0.0745,0.388,86.87,144173,1,0
1679,G-Eazy,0.721,0.666,1,-8.226,0.0724,0.217,0.323,97.998,267973,1,0
1680,G-Eazy,0.712,0.562,10,-6.008,0.125,0.136,0.142,140.0,236480,1,0
1681,G-Eazy,0.212,0.348,0,-15.118,0.734,0.495,0.291,75.042,44693,1,0
1682,G-Eazy,0.613,0.417,0,-11.122,0.437,0.469,0.285,137.267,234053,1,0
1683,G-Eazy,0.696,0.522,9,-9.489,0.0337,0.113,0.0934,124.025,268920,0,1
1684,G-Eazy,0.712,0.674,9,-8.188,0.0333,0.0916,0.329,111.869,288867,1,0
1685,G-Eazy,0.0,0.303,4,-22.355,0.97,0.617,0.0,0.0,13400,1,0
1686,G-Eazy,0.544,0.557,7,-10.554,0.217,0.0771,0.105,87.97,326813,1,0
1687,G-Eazy,0.615,0.549,2,-7.34,0.00954,0.109,0.123,144.099,188920,1,0
1688,G-Eazy,0.671,0.672,4,-9.188,0.103,0.074,0.186,117.96,240680,0,1
1689,G-Eazy,0.656,0.741,10,-6.711,0.155,0.123,0.301,74.801,196693,0,1
1690,G-Eazy,0.609,0.655,1,-7.985,0.105,0.0939,0.316,160.415,208867,0,1
1691,G-Eazy,0.654,0.565,4,-8.741,0.345,0.157,0.207,140.079,215880,0,1
1692,G-Eazy,0.49,0.373,8,-9.762,0.101,0.128,0.346,121.889,255680,1,0
1693,G-Eazy,0.766,0.518,6,-8.648,0.0515,0.113,0.107,110.059,242693,0,1
1694,G-Eazy,0.559,0.717,9,-7.64,0.0443,0.501,0.237,81.05,157000,0,1
1695,G-Eazy,0.514,0.7,9,-8.478,0.17,0.164,0.305,85.021,233900,0,1
1696,G-Eazy,0.394,0.771,3,-6.873,0.00193,0.114,0.548,145.947,249401,1,0
1697,G-Eazy,0.615,0.8,7,-7.423,0.0684,0.106,0.309,134.052,190118,1,0
1698,G-Eazy,0.247,0.132,10,-18.962,0.987,0.153,0.0782,119.49,40694,1,0
1699,G-Eazy,0.435,0.641,10,-7.274,0.131,0.273,0.156,115.534,196216,1,0
1700,G-Eazy,0.562,0.554,0,-6.114,8.74e-05,0.115,0.246,82.064,216557,1,0
1701,G-Eazy,0.635,0.458,8,-9.525,0.000972,0.181,0.071,76.067,171371,1,0
1702,G-Eazy,0.455,0.54,8,-8.363,0.00982,0.0972,0.0395,171.677,206850,1,0
1703,G-Eazy,0.838,0.781,8,-8.249,0.241,0.105,0.913,135.941,156245,1,0
1704,G-Eazy,0.546,0.615,0,-6.083,0.0237,0.153,0.468,87.847,165686,1,0
1705,G-Eazy,0.629,0.781,8,-3.385,0.031,0.236,0.341,79.469,208547,0,1
1706,G-Eazy,0.634,0.789,10,-5.171,0.391,0.451,0.266,143.865,232425,1,0
1707,The Weeknd,0.255,0.653,6,-7.972,0.0337,0.168,0.058,90.673,250057,0,1
1708,The Weeknd,0.64,0.869,4,-5.179,0.0514,0.691,0.185,119.949,239980,0,1
1709,The Weeknd,0.466,0.609,10,-7.874,0.0911,0.122,0.103,81.186,211402,1,0
1710,The Weeknd,0.481,0.493,0,-8.311,0.123,0.0995,0.211,87.493,191299,1,0
1711,The Weeknd,0.695,0.569,0,-7.684,0.174,0.123,0.294,147.939,247192,1,0
1712,The Weeknd,0.419,0.506,5,-9.038,0.067,0.164,0.177,146.132,355960,0,1
1713,The Weeknd,0.617,0.756,10,-5.42,0.0295,0.116,0.227,85.008,198267,0,1
1714,The Weeknd,0.445,0.583,0,-7.284,0.631,0.145,0.131,88.021,283217,0,1
1715,The Weeknd,0.515,0.727,1,-5.962,0.00159,0.0883,0.334,171.012,200046,1,0
1716,The Weeknd,0.667,0.72,7,-5.349,0.00255,0.0753,0.705,100.021,237522,0,1
1717,The Weeknd,0.684,0.817,0,-5.499,0.0222,0.439,0.623,118.061,215627,1,0
1718,The Weeknd,0.559,0.619,0,-8.141,0.0294,0.104,0.108,95.013,195816,1,0
1719,The Weeknd,0.657,0.572,5,-6.103,0.0784,0.123,0.14,108.964,361025,0,1
1720,The Weeknd,0.249,0.37,0,-9.975,0.444,0.0911,0.178,125.209,192364,0,1
1721,The Weeknd,0.532,0.577,1,-9.313,0.00253,0.234,0.0397,131.922,222307,1,0
1722,The Weeknd,0.689,0.374,5,-10.038,0.115,0.111,0.321,151.98,144540,0,1
1723,The Weeknd,0.604,0.26,11,-10.498,0.841,0.327,0.318,100.901,185689,1,0
1724,The Weeknd,0.218,0.652,4,-7.953,0.033,0.172,0.0599,65.375,250053,0,1
1725,The Weeknd,0.638,0.863,4,-5.221,0.052,0.685,0.226,120.077,239973,0,1
1726,The Weeknd,0.467,0.608,10,-7.847,0.0909,0.125,0.108,80.957,211400,1,0
1727,The Weeknd,0.498,0.498,0,-8.24,0.131,0.0929,0.196,88.085,191307,1,0
1728,The Weeknd,0.704,0.552,0,-7.648,0.175,0.123,0.279,148.044,247187,1,0
1729,The Weeknd,0.41,0.482,5,-9.04,0.062,0.161,0.195,145.929,355960,0,1
1730,The Weeknd,0.614,0.758,10,-5.434,0.0281,0.137,0.25,84.969,198267,0,1
1731,The Weeknd,0.457,0.578,0,-7.263,0.614,0.144,0.144,87.98,283227,0,1
1732,The Weeknd,0.515,0.731,1,-5.934,0.00146,0.0897,0.336,171.004,200040,1,0
1733,The Weeknd,0.667,0.719,7,-5.371,0.00285,0.0736,0.717,100.021,237520,0,1
1734,The Weeknd,0.68,0.826,0,-5.487,0.0212,0.543,0.644,118.051,215627,1,0
1735,The Weeknd,0.315,0.616,0,-8.163,0.0326,0.105,0.118,94.987,195813,1,0
1736,The Weeknd,0.665,0.572,5,-6.103,0.0815,0.121,0.139,108.973,361027,0,1
1737,The Weeknd,0.245,0.394,0,-9.887,0.423,0.093,0.148,115.233,190173,0,1
1738,The Weeknd,0.462,0.595,1,-4.941,0.168,0.299,0.171,134.173,228373,1,0
1739,The Weeknd,0.448,0.679,8,-5.777,0.596,0.129,0.107,91.821,221107,0,1
1740,The Weeknd,0.557,0.675,10,-6.163,0.602,0.11,0.267,122.607,220293,0,1
1741,The Weeknd,0.324,0.738,10,-4.008,0.137,0.164,0.156,113.425,241067,1,0
1742,The Weeknd,0.479,0.721,5,-7.23,0.249,0.111,0.388,183.908,230027,0,1
1743,The Weeknd,0.388,0.566,11,-7.037,0.922,0.135,0.377,94.039,170573,0,1
1744,The Weeknd,0.397,0.339,1,-6.688,0.887,0.306,0.459,135.089,224747,1,0
1745,The Weeknd,0.677,0.592,7,-7.108,0.134,0.175,0.528,186.038,230453,1,0
1746,The Weeknd,0.588,0.635,1,-8.417,0.191,0.259,0.208,77.486,249213,1,0
1747,The Weeknd,0.518,0.676,8,-6.373,0.0324,0.189,0.197,173.998,220307,0,1
1748,The Weeknd,0.744,0.496,8,-6.931,0.16,0.164,0.446,80.031,218880,1,0
1749,The Weeknd,0.736,0.883,9,-5.595,0.0117,0.0734,0.797,112.92,232880,0,1
1750,The Weeknd,0.665,0.771,0,-5.779,0.0155,0.46,0.764,109.948,265600,1,0
1751,The Weeknd,0.616,0.424,1,-8.237,0.284,0.173,0.582,76.676,206027,1,0
1752,The Weeknd,0.715,0.47,5,-12.638,0.353,0.104,0.426,89.965,111627,0,1
1753,The Weeknd,0.536,0.721,1,-5.144,0.15,0.348,0.612,149.839,231360,0,1
1754,The Weeknd,0.776,0.483,6,-8.262,0.121,0.118,0.24,140.005,237573,0,1
1755,The Weeknd,0.711,0.807,7,-5.053,0.0519,0.214,0.699,116.971,223293,0,1
1756,The Weeknd,0.853,0.663,7,-6.955,0.0431,0.0891,0.864,113.999,220173,0,1
1757,The Weeknd,0.668,0.435,4,-7.115,0.726,0.117,0.361,148.069,197653,0,1
1758,The Weeknd,0.544,0.586,7,-7.486,0.0276,0.0962,0.361,149.882,221920,0,1
1759,The Weeknd,0.599,0.635,1,-8.101,0.064,0.0878,0.194,109.919,198653,1,0
1760,The Weeknd,0.636,0.402,8,-10.746,0.461,0.101,0.194,120.02,321027,0,1
1761,The Weeknd,0.586,0.525,1,-7.163,0.111,0.134,0.508,133.629,260253,0,1
1762,The Weeknd,0.773,0.819,0,-5.946,0.426,0.0679,0.585,92.99,269187,0,1
1763,The Weeknd,0.58,0.653,11,-5.04,0.438,0.351,0.346,90.726,223347,0,1
1764,The Weeknd,0.661,0.483,0,-9.793,0.0309,0.507,0.296,90.994,281173,0,1
1765,The Weeknd,0.577,0.43,1,-11.294,0.218,0.162,0.299,74.52,334320,0,1
1766,The Weeknd,0.503,0.565,5,-10.097,0.26,0.116,0.0737,67.035,249093,0,1
1767,The Weeknd,0.57,0.564,0,-7.108,0.0743,0.135,0.143,112.892,242240,0,1
1768,The Weeknd,0.383,0.502,7,-9.892,0.436,0.0996,0.251,105.474,348827,0,1
1769,The Weeknd,0.705,0.769,9,-5.526,0.112,0.105,0.59,107.939,213520,0,1
1770,The Weeknd,0.608,0.552,6,-8.474,0.134,0.102,0.267,100.062,253507,1,0
1771,The Weeknd,0.647,0.291,2,-8.275,0.408,0.0771,0.4,119.839,277680,0,1
1772,The Weeknd,0.505,0.68,7,-4.99,0.0796,0.0465,0.539,168.021,235653,1,0
1773,The Weeknd,0.371,0.329,0,-9.667,0.131,0.279,0.0539,173.661,340493,0,1
1774,The Weeknd,0.501,0.403,9,-9.607,0.114,0.124,0.27,132.608,260640,0,1
1775,The Weeknd,0.55,0.404,0,-12.755,0.441,0.11,0.329,135.016,274960,0,1
1776,The Weeknd,0.626,0.583,10,-7.574,0.105,0.115,0.335,127.956,377347,0,1
1777,The Weeknd,0.405,0.619,11,-8.92,0.163,0.0788,0.234,120.087,368720,0,1
1778,The Weeknd,0.625,0.523,1,-8.227,0.366,0.0826,0.191,139.964,307347,0,1
1779,The Weeknd,0.642,0.793,11,-6.799,0.159,0.305,0.623,114.96,283933,0,1
1780,The Weeknd,0.645,0.736,9,-6.862,0.16,0.6,0.347,115.03,267920,0,1
1781,The Weeknd,0.503,0.858,5,-6.27,0.00392,0.119,0.361,121.008,307173,0,1
1782,The Weeknd,0.624,0.68,0,-7.64,0.517,0.114,0.227,75.983,222667,1,0
1783,The Weeknd,0.637,0.652,1,-5.237,0.0664,0.0714,0.0725,115.923,306773,0,1
1784,The Weeknd,0.324,0.852,11,-6.675,0.0415,0.0609,0.4,121.886,455333,0,1
1785,The Weeknd,0.572,0.685,11,-6.829,0.0355,0.315,0.328,126.049,375400,0,1
1786,The Weeknd,0.655,0.636,1,-7.841,0.109,0.0842,0.191,160.01,444653,1,0
1787,The Weeknd,0.744,0.599,1,-7.476,0.0997,0.104,0.477,116.007,305693,0,1
1788,The Weeknd,0.627,0.897,10,-3.647,0.246,0.117,0.257,104.947,252853,0,1
1789,The Weeknd,0.405,0.619,11,-8.92,0.162,0.0788,0.234,120.092,368720,0,1
1790,The Weeknd,0.625,0.524,1,-8.227,0.361,0.0826,0.191,139.968,307347,0,1
1791,The Weeknd,0.642,0.79,11,-6.8,0.151,0.305,0.613,114.96,283933,0,1
1792,The Weeknd,0.634,0.735,9,-6.906,0.196,0.637,0.366,115.049,267920,0,1
1793,The Weeknd,0.501,0.858,5,-6.27,0.00392,0.119,0.361,121.018,307147,0,1
1794,The Weeknd,0.572,0.671,9,-7.865,0.562,0.116,0.201,151.929,222693,0,1
1795,The Weeknd,0.63,0.654,1,-5.253,0.0671,0.0672,0.0774,115.956,306693,0,1
1796,The Weeknd,0.212,0.847,7,-6.674,0.0446,0.0594,0.386,64.993,455387,1,0
1797,The Weeknd,0.57,0.641,11,-7.708,0.0306,0.309,0.339,125.961,375400,0,1
1798,The Weeknd,0.655,0.636,1,-7.811,0.108,0.0846,0.184,160.01,444653,1,0
1799,The Weeknd,0.744,0.598,1,-7.475,0.101,0.104,0.479,116.007,305693,0,1
1800,The Weeknd,0.588,0.848,10,-5.869,0.218,0.116,0.266,104.938,252493,0,1
1801,The Weeknd,0.405,0.619,11,-8.92,0.163,0.0788,0.234,120.087,368720,0,1
1802,The Weeknd,0.625,0.523,1,-8.227,0.366,0.0826,0.191,139.964,307347,0,1
1803,The Weeknd,0.642,0.792,11,-6.799,0.159,0.305,0.623,114.96,283933,0,1
1804,The Weeknd,0.635,0.734,9,-6.906,0.195,0.637,0.369,115.048,267920,0,1
1805,The Weeknd,0.503,0.858,5,-6.27,0.00392,0.119,0.361,121.009,307147,0,1
1806,The Weeknd,0.572,0.671,9,-7.87,0.563,0.116,0.195,151.932,222693,0,1
1807,The Weeknd,0.63,0.654,1,-5.253,0.0671,0.0672,0.0774,115.956,306693,0,1
1808,The Weeknd,0.215,0.847,7,-6.673,0.0445,0.0594,0.404,72.406,455387,1,0
1809,The Weeknd,0.57,0.641,4,-7.704,0.0312,0.309,0.333,125.957,375400,0,1
1810,The Weeknd,0.655,0.635,1,-7.812,0.108,0.0846,0.191,160.01,444653,1,0
1811,The Weeknd,0.465,0.403,11,-8.895,0.744,0.0777,0.0687,74.95,247227,0,1
1812,The Weeknd,0.657,0.405,0,-8.637,0.525,0.146,0.0673,133.895,196360,0,1
1813,The Weeknd,0.65,0.711,0,-5.417,0.0123,0.301,0.319,89.019,405213,1,0
1814,The Weeknd,0.652,0.549,6,-7.555,0.317,0.104,0.186,120.073,312427,0,1
1815,The Weeknd,0.658,0.591,9,-5.197,0.00959,0.325,0.326,114.078,323747,1,0
1816,The Weeknd,0.438,0.634,5,-7.456,0.476,0.113,0.397,203.585,459387,0,1
1817,The Weeknd,0.665,0.612,2,-4.664,0.487,0.183,0.25,120.989,295453,0,1
1818,The Weeknd,0.287,0.498,6,-7.523,0.581,0.322,0.0634,171.725,363640,0,1
1819,The Weeknd,0.451,0.573,6,-8.277,0.571,0.172,0.087,85.921,340333,0,1
1820,The Weeknd,0.639,0.633,3,-7.338,0.574,0.111,0.243,129.996,258453,0,1
1821,The Weeknd,0.458,0.705,4,-5.463,0.395,0.601,0.15,157.97,349213,0,1
1822,The Weeknd,0.554,0.696,9,-7.664,0.0237,0.505,0.446,138.051,296227,1,0
1823,The Weeknd,0.307,0.625,5,-8.983,0.472,0.144,0.183,180.467,320027,0,1
1824,The Weeknd,0.619,0.521,3,-8.092,0.26,0.101,0.254,139.886,418507,0,1
1825,The Weeknd,0.571,0.692,0,-6.656,0.0245,0.0813,0.22,127.937,214187,0,1
1826,The Weeknd,0.296,0.518,9,-9.571,0.745,0.462,0.0755,183.672,350640,0,1
1827,The Weeknd,0.494,0.697,7,-7.232,0.708,0.0602,0.344,107.669,486773,0,1
1828,The Weeknd,0.693,0.323,3,-11.97,0.405,0.149,0.669,129.964,230547,0,1
1829,The Weeknd,0.524,0.708,11,-8.217,0.014,0.13,0.183,125.025,353307,0,1
1830,The Weeknd,0.641,0.539,5,-6.351,0.346,0.0837,0.436,148.004,286680,0,1
1831,The Weeknd,0.68,0.707,7,-7.225,0.479,0.511,0.382,119.993,275493,0,1
1832,The Weeknd,0.497,0.803,5,-4.46,0.0447,0.424,0.155,183.883,250520,0,1
1833,The Weeknd,0.565,0.446,0,-9.26,0.693,0.469,0.266,140.121,260093,0,1
1834,The Weeknd,0.438,0.593,2,-7.786,0.375,0.388,0.0791,127.994,443987,1,0
1835,The Weeknd,0.659,0.526,1,-7.318,0.45,0.292,0.495,139.748,260693,1,0
1836,The Weeknd,0.771,0.56,5,-5.636,0.415,0.536,0.389,109.978,312053,0,1
1837,The Weeknd,0.464,0.688,1,-7.444,0.248,0.629,0.183,75.054,345160,1,0
1838,The Weeknd,0.63,0.682,6,-7.317,0.715,0.115,0.391,112.077,360107,1,0
1839,The Weeknd,0.214,0.156,6,-17.515,0.951,0.101,0.132,75.654,240067,0,1
1840,The Weeknd,0.697,0.542,9,-8.946,0.821,0.134,0.547,99.988,319693,0,1
1841,anders,0.578,0.425,5,-8.825,0.064,0.17,0.176,156.008,154327,0,1
1842,anders,0.674,0.491,10,-6.358,0.23,0.136,0.471,96.01,192638,0,1
1843,anders,0.477,0.565,7,-6.182,0.0224,0.196,0.465,84.991,180713,0,1
1844,anders,0.542,0.413,7,-9.776,0.0394,0.0939,0.344,170.052,172404,0,1
1845,anders,0.782,0.542,8,-6.728,0.309,0.163,0.642,111.01,142374,1,0
1846,anders,0.655,0.622,8,-8.077,0.107,0.111,0.113,150.028,173765,0,1
1847,anders,0.762,0.342,6,-9.179,0.503,0.12,0.709,111.639,170194,0,1
1848,anders,0.761,0.543,8,-8.536,0.0194,0.105,0.44,121.971,181441,0,1
1849,anders,0.787,0.415,2,-7.273,0.0896,0.0891,0.611,96.014,150229,1,0
1850,anders,0.674,0.466,1,-7.857,0.0961,0.12,0.418,80.327,147912,1,0
1851,anders,0.765,0.549,11,-7.241,0.108,0.0988,0.444,156.014,188485,0,1
1852,anders,0.681,0.382,5,-9.762,0.138,0.0981,0.479,167.043,165328,1,0
1853,anders,0.804,0.449,0,-4.743,0.0202,0.137,0.346,95.957,184344,1,0
1854,anders,0.708,0.478,8,-8.467,0.0771,0.132,0.154,90.996,216160,1,0
